Precision: 0.5714285714285714 , Recall 0.5714285714285714 , F1 0.5714285714285714 , Coverage 1 
Precision: 0.8571428571428571 , Recall 0.8571428571428571 , F1 0.8571428571428571 , Coverage 1 
Precision: 0.9069767441860465 , Recall 0.9069767441860465 , F1 0.9069767441860465 , Coverage 1 
Precision: 0.92 , Recall 0.92 , F1 0.92 , Coverage 1 
Precision: 0.9428571428571428 , Recall 0.9428571428571428 , F1 0.9428571428571428 , Coverage 1 
Precision: 0.9444444444444444 , Recall 0.9444444444444444 , F1 0.9444444444444444 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.6666666666666666 , Recall 0.6666666666666666 , F1 0.6666666666666666 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.8888888888888888 , Recall 0.8888888888888888 , F1 0.8888888888888888 , Coverage 1 
Precision: 0.3333333333333333 , Recall 0.3333333333333333 , F1 0.3333333333333333 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9259259259259259 , Recall 0.9259259259259259 , F1 0.9259259259259259 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.6666666666666666 , Recall 0.6666666666666666 , F1 0.6666666666666666 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.92 , Recall 0.92 , F1 0.92 , Coverage 1 
Precision: 0.5 , Recall 0.5 , F1 0.5 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.3333333333333333 , Recall 0.3333333333333333 , F1 0.3333333333333333 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.8888888888888888 , Recall 0.8888888888888888 , F1 0.8888888888888888 , Coverage 1 
Precision: 0.6666666666666666 , Recall 0.6666666666666666 , F1 0.6666666666666666 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.9230769230769231 , Recall 0.9230769230769231 , F1 0.9230769230769231 , Coverage 1 
Precision: 0.5 , Recall 0.5 , F1 0.5 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.9545454545454546 , Recall 0.9545454545454546 , F1 0.9545454545454546 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.9473684210526315 , Recall 0.9473684210526315 , F1 0.9473684210526315 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.7692307692307693 , Recall 0.7692307692307693 , F1 0.7692307692307693 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.9333333333333333 , Recall 0.9333333333333333 , F1 0.9333333333333333 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.9411764705882353 , Recall 0.9411764705882353 , F1 0.9411764705882353 , Coverage 1 
Precision: 0.3333333333333333 , Recall 0.3333333333333333 , F1 0.3333333333333333 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.92 , Recall 0.92 , F1 0.92 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.9523809523809523 , Recall 0.9523809523809523 , F1 0.9523809523809523 , Coverage 1 
Precision: 0.3333333333333333 , Recall 0.3333333333333333 , F1 0.3333333333333333 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.5 , Recall 0.5 , F1 0.5 , Coverage 1 
Precision: 0.75 , Recall 0.75 , F1 0.75 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.3333333333333333 , Recall 0.3333333333333333 , F1 0.3333333333333333 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.3333333333333333 , Recall 0.3333333333333333 , F1 0.3333333333333333 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.6 , Recall 0.6 , F1 0.6 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.75 , Recall 0.75 , F1 0.75 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.75 , Recall 0.75 , F1 0.75 , Coverage 1 
Precision: 0.7857142857142857 , Recall 0.7857142857142857 , F1 0.7857142857142857 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.375 , Recall 0.375 , F1 0.375 , Coverage 1 
Precision: 0.8461538461538461 , Recall 0.8461538461538461 , F1 0.8461538461538461 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.8 , Recall 0.8 , F1 0.8000000000000002 , Coverage 1 
Precision: 0.8333333333333334 , Recall 0.8333333333333334 , F1 0.8333333333333334 , Coverage 1 
Precision: 0.875 , Recall 0.875 , F1 0.875 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9090909090909091 , Recall 0.9090909090909091 , F1 0.9090909090909091 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.6363636363636364 , Recall 0.6363636363636364 , F1 0.6363636363636364 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.6 , Recall 0.6 , F1 0.6 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.625 , Recall 0.625 , F1 0.625 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.9333333333333333 , Recall 0.9333333333333333 , F1 0.9333333333333333 , Coverage 1 
Precision: 0.9411764705882353 , Recall 0.9411764705882353 , F1 0.9411764705882353 , Coverage 1 
Precision: 0.5 , Recall 0.5 , F1 0.5 , Coverage 1 
Precision: 0.68 , Recall 0.68 , F1 0.68 , Coverage 1 
Precision: 0.75 , Recall 0.75 , F1 0.75 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.8333333333333334 , Recall 0.8333333333333334 , F1 0.8333333333333334 , Coverage 1 
Precision: 0.625 , Recall 0.625 , F1 0.625 , Coverage 1 
Precision: 0.8 , Recall 0.8 , F1 0.8000000000000002 , Coverage 1 
Precision: 0.7777777777777778 , Recall 0.7777777777777778 , F1 0.7777777777777778 , Coverage 1 
Precision: 0.7647058823529411 , Recall 0.7647058823529411 , F1 0.7647058823529412 , Coverage 1 
Precision: 0.9411764705882353 , Recall 0.9411764705882353 , F1 0.9411764705882353 , Coverage 1 
Precision: 0.9523809523809523 , Recall 0.9523809523809523 , F1 0.9523809523809523 , Coverage 1 
Precision: 0.7692307692307693 , Recall 0.7692307692307693 , F1 0.7692307692307693 , Coverage 1 
Precision: 0.9444444444444444 , Recall 0.9444444444444444 , F1 0.9444444444444444 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.6 , Recall 0.6 , F1 0.6 , Coverage 1 
Precision: 0.7777777777777778 , Recall 0.7777777777777778 , F1 0.7777777777777778 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9230769230769231 , Recall 0.9230769230769231 , F1 0.9230769230769231 , Coverage 1 
Precision: 0.6666666666666666 , Recall 0.6666666666666666 , F1 0.6666666666666666 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9285714285714286 , Recall 0.9285714285714286 , F1 0.9285714285714286 , Coverage 1 
Precision: 0.8888888888888888 , Recall 0.8888888888888888 , F1 0.8888888888888888 , Coverage 1 
Precision: 0.9333333333333333 , Recall 0.9333333333333333 , F1 0.9333333333333333 , Coverage 1 
Precision: 0.8 , Recall 0.8 , F1 0.8000000000000002 , Coverage 1 
Precision: 0.92 , Recall 0.92 , F1 0.92 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.88 , Recall 0.88 , F1 0.88 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.75 , Recall 0.75 , F1 0.75 , Coverage 1 
Precision: 0.7142857142857143 , Recall 0.7142857142857143 , F1 0.7142857142857143 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9090909090909091 , Recall 0.9090909090909091 , F1 0.9090909090909091 , Coverage 1 
Precision: 0.8333333333333334 , Recall 0.8333333333333334 , F1 0.8333333333333334 , Coverage 1 
Precision: 0.8571428571428571 , Recall 0.8571428571428571 , F1 0.8571428571428571 , Coverage 1 
Precision: 0.5714285714285714 , Recall 0.5714285714285714 , F1 0.5714285714285714 , Coverage 1 
Precision: 0.9166666666666666 , Recall 0.9166666666666666 , F1 0.9166666666666666 , Coverage 1 
Precision: 0.8461538461538461 , Recall 0.8461538461538461 , F1 0.8461538461538461 , Coverage 1 
Precision: 0.8461538461538461 , Recall 0.8461538461538461 , F1 0.8461538461538461 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.6666666666666666 , Recall 0.6666666666666666 , F1 0.6666666666666666 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.7 , Recall 0.7 , F1 0.7 , Coverage 1 
Precision: 0.8 , Recall 0.8 , F1 0.8000000000000002 , Coverage 1 
Precision: 0.9523809523809523 , Recall 0.9523809523809523 , F1 0.9523809523809523 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.8333333333333334 , Recall 0.8333333333333334 , F1 0.8333333333333334 , Coverage 1 
Precision: 0.9655172413793104 , Recall 0.9655172413793104 , F1 0.9655172413793104 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.8 , Recall 0.8 , F1 0.8000000000000002 , Coverage 1 
Precision: 0.9230769230769231 , Recall 0.9230769230769231 , F1 0.9230769230769231 , Coverage 1 
Precision: 0.8 , Recall 0.8 , F1 0.8000000000000002 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9230769230769231 , Recall 0.9230769230769231 , F1 0.9230769230769231 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.8 , Recall 0.8 , F1 0.8000000000000002 , Coverage 1 
Precision: 0.75 , Recall 0.75 , F1 0.75 , Coverage 1 
Precision: 0.3333333333333333 , Recall 0.3333333333333333 , F1 0.3333333333333333 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.8181818181818182 , Recall 0.8181818181818182 , F1 0.8181818181818182 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.8571428571428571 , Recall 0.8571428571428571 , F1 0.8571428571428571 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.8333333333333334 , Recall 0.8333333333333334 , F1 0.8333333333333334 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9473684210526315 , Recall 0.9473684210526315 , F1 0.9473684210526315 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9473684210526315 , Recall 0.9473684210526315 , F1 0.9473684210526315 , Coverage 1 
Precision: 0.8333333333333334 , Recall 0.8333333333333334 , F1 0.8333333333333334 , Coverage 1 
Precision: 0.875 , Recall 0.875 , F1 0.875 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.7142857142857143 , Recall 0.7142857142857143 , F1 0.7142857142857143 , Coverage 1 
Precision: 0.8709677419354839 , Recall 0.8709677419354839 , F1 0.8709677419354839 , Coverage 1 
Precision: 0.9090909090909091 , Recall 0.9090909090909091 , F1 0.9090909090909091 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9069767441860465 , Recall 0.9069767441860465 , F1 0.9069767441860465 , Coverage 1 
Precision: 0.6666666666666666 , Recall 0.6666666666666666 , F1 0.6666666666666666 , Coverage 1 
Precision: 0.9473684210526315 , Recall 0.9473684210526315 , F1 0.9473684210526315 , Coverage 1 
Precision: 0.8823529411764706 , Recall 0.8823529411764706 , F1 0.8823529411764706 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9166666666666666 , Recall 0.9166666666666666 , F1 0.9166666666666666 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9230769230769231 , Recall 0.9230769230769231 , F1 0.9230769230769231 , Coverage 1 
Precision: 0.875 , Recall 0.875 , F1 0.875 , Coverage 1 
Precision: 0.625 , Recall 0.625 , F1 0.625 , Coverage 1 
Precision: 0.9629629629629629 , Recall 0.9629629629629629 , F1 0.9629629629629629 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.8125 , Recall 0.8125 , F1 0.8125 , Coverage 1 
Precision: 0.9166666666666666 , Recall 0.9166666666666666 , F1 0.9166666666666666 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.75 , Recall 0.75 , F1 0.75 , Coverage 1 
Precision: 0.75 , Recall 0.75 , F1 0.75 , Coverage 1 
Precision: 0.8571428571428571 , Recall 0.8571428571428571 , F1 0.8571428571428571 , Coverage 1 
Precision: 0.7777777777777778 , Recall 0.7777777777777778 , F1 0.7777777777777778 , Coverage 1 
Precision: 0.7272727272727273 , Recall 0.7272727272727273 , F1 0.7272727272727273 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.5 , Recall 0.5 , F1 0.5 , Coverage 1 
Precision: 0.875 , Recall 0.875 , F1 0.875 , Coverage 1 
Precision: 0.42857142857142855 , Recall 0.42857142857142855 , F1 0.42857142857142855 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.8823529411764706 , Recall 0.8823529411764706 , F1 0.8823529411764706 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.6666666666666666 , Recall 0.6666666666666666 , F1 0.6666666666666666 , Coverage 1 
Precision: 0.8571428571428571 , Recall 0.8571428571428571 , F1 0.8571428571428571 , Coverage 1 
Precision: 0.8333333333333334 , Recall 0.8333333333333334 , F1 0.8333333333333334 , Coverage 1 
Precision: 0.2857142857142857 , Recall 0.2857142857142857 , F1 0.2857142857142857 , Coverage 1 
Precision: 0.9230769230769231 , Recall 0.9230769230769231 , F1 0.9230769230769231 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.8333333333333334 , Recall 0.8333333333333334 , F1 0.8333333333333334 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.6666666666666666 , Recall 0.6666666666666666 , F1 0.6666666666666666 , Coverage 1 
Precision: 0.6 , Recall 0.6 , F1 0.6 , Coverage 1 
Precision: 0.6666666666666666 , Recall 0.6666666666666666 , F1 0.6666666666666666 , Coverage 1 
Precision: 0.9444444444444444 , Recall 0.9444444444444444 , F1 0.9444444444444444 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.8571428571428571 , Recall 0.8571428571428571 , F1 0.8571428571428571 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9375 , Recall 0.9375 , F1 0.9375 , Coverage 1 
Precision: 0.8125 , Recall 0.8125 , F1 0.8125 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.7777777777777778 , Recall 0.7777777777777778 , F1 0.7777777777777778 , Coverage 1 
Precision: 0.9545454545454546 , Recall 0.9545454545454546 , F1 0.9545454545454546 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.8666666666666667 , Recall 0.8666666666666667 , F1 0.8666666666666667 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9615384615384616 , Recall 0.9615384615384616 , F1 0.9615384615384616 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.875 , Recall 0.875 , F1 0.875 , Coverage 1 
Precision: 0.8888888888888888 , Recall 0.8888888888888888 , F1 0.8888888888888888 , Coverage 1 
Precision: 0.9230769230769231 , Recall 0.9230769230769231 , F1 0.9230769230769231 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.75 , Recall 0.75 , F1 0.75 , Coverage 1 
Precision: 0.6666666666666666 , Recall 0.6666666666666666 , F1 0.6666666666666666 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.3333333333333333 , Recall 0.3333333333333333 , F1 0.3333333333333333 , Coverage 1 
Precision: 0.9583333333333334 , Recall 0.9583333333333334 , F1 0.9583333333333334 , Coverage 1 
Precision: 0.8947368421052632 , Recall 0.8947368421052632 , F1 0.8947368421052632 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.8823529411764706 , Recall 0.8823529411764706 , F1 0.8823529411764706 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9333333333333333 , Recall 0.9333333333333333 , F1 0.9333333333333333 , Coverage 1 
Precision: 0.7857142857142857 , Recall 0.7857142857142857 , F1 0.7857142857142857 , Coverage 1 
Precision: 0.8095238095238095 , Recall 0.8095238095238095 , F1 0.8095238095238095 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.8333333333333334 , Recall 0.8333333333333334 , F1 0.8333333333333334 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.8260869565217391 , Recall 0.8260869565217391 , F1 0.8260869565217391 , Coverage 1 
Precision: 0.9333333333333333 , Recall 0.9333333333333333 , F1 0.9333333333333333 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.6923076923076923 , Recall 0.6923076923076923 , F1 0.6923076923076923 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9166666666666666 , Recall 0.9166666666666666 , F1 0.9166666666666666 , Coverage 1 
Precision: 0.8 , Recall 0.8 , F1 0.8000000000000002 , Coverage 1 
Precision: 0.9090909090909091 , Recall 0.9090909090909091 , F1 0.9090909090909091 , Coverage 1 
Precision: 0.5 , Recall 0.5 , F1 0.5 , Coverage 1 
Precision: 0.4 , Recall 0.4 , F1 0.4000000000000001 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.5 , Recall 0.5 , F1 0.5 , Coverage 1 
Precision: 0.8888888888888888 , Recall 0.8888888888888888 , F1 0.8888888888888888 , Coverage 1 
Precision: 0.9565217391304348 , Recall 0.9565217391304348 , F1 0.9565217391304348 , Coverage 1 
Precision: 0.88 , Recall 0.88 , F1 0.88 , Coverage 1 
Precision: 0.6666666666666666 , Recall 0.6666666666666666 , F1 0.6666666666666666 , Coverage 1 
Precision: 0.9333333333333333 , Recall 0.9333333333333333 , F1 0.9333333333333333 , Coverage 1 
Precision: 0.8333333333333334 , Recall 0.8333333333333334 , F1 0.8333333333333334 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9523809523809523 , Recall 0.9523809523809523 , F1 0.9523809523809523 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.3333333333333333 , Recall 0.3333333333333333 , F1 0.3333333333333333 , Coverage 1 
Precision: 0.8571428571428571 , Recall 0.8571428571428571 , F1 0.8571428571428571 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.875 , Recall 0.875 , F1 0.875 , Coverage 1 
Precision: 0.8666666666666667 , Recall 0.8666666666666667 , F1 0.8666666666666667 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.7083333333333334 , Recall 0.7083333333333334 , F1 0.7083333333333334 , Coverage 1 
Precision: 0.8888888888888888 , Recall 0.8888888888888888 , F1 0.8888888888888888 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9333333333333333 , Recall 0.9333333333333333 , F1 0.9333333333333333 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9642857142857143 , Recall 0.9642857142857143 , F1 0.9642857142857143 , Coverage 1 
Precision: 0.95 , Recall 0.95 , F1 0.9500000000000001 , Coverage 1 
Precision: 0.875 , Recall 0.875 , F1 0.875 , Coverage 1 
Precision: 0.9 , Recall 0.9 , F1 0.9 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9411764705882353 , Recall 0.9411764705882353 , F1 0.9411764705882353 , Coverage 1 
Precision: 0.8695652173913043 , Recall 0.8695652173913043 , F1 0.8695652173913043 , Coverage 1 
Precision: 0.9473684210526315 , Recall 0.9473684210526315 , F1 0.9473684210526315 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.5 , Recall 0.5 , F1 0.5 , Coverage 1 
Precision: 0.7777777777777778 , Recall 0.7777777777777778 , F1 0.7777777777777778 , Coverage 1 
Precision: 0.9459459459459459 , Recall 0.9459459459459459 , F1 0.9459459459459459 , Coverage 1 
Precision: 0.9183673469387755 , Recall 0.9183673469387755 , F1 0.9183673469387755 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9 , Recall 0.9 , F1 0.9 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.8620689655172413 , Recall 0.8620689655172413 , F1 0.8620689655172413 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
